"timestamp","open","high","low","close","adjusted close","volume","dividend amount"
"2018-10-17","593.7000","612.0000","586.6500","593.4500","593.4500","9608653","0.0000"
"2018-10-12","592.0000","619.5000","582.6500","590.6000","590.6000","24870950","0.0000"
"2018-10-05","624.0000","640.7500","590.8500","597.9500","597.9500","21907377","0.0000"
"2018-09-28","638.0000","649.8000","616.0000","623.2500","623.2500","28133741","0.0000"
"2018-09-21","661.0000","668.2500","614.5000","634.9000","634.9000","29340780","0.0000"
"2018-09-14","656.5000","670.9000","620.1000","665.2500","663.2500","36864717","0.0000"
"2018-09-07","658.8000","679.3000","640.0000","664.2500","662.2530","59205363","0.0000"
"2018-08-31","632.3000","659.4000","616.8000","652.8500","650.8873","38866393","0.0000"
"2018-08-24","625.0000","645.5000","618.7000","629.8000","627.9066","34098754","0.0000"
"2018-08-17","556.9000","633.4000","552.6000","623.5000","621.6255","67587162","0.0000"
"2018-08-10","586.5000","593.4000","548.8500","554.0000","552.3345","20595970","0.0000"
"2018-08-03","555.3000","589.4000","551.9500","585.8500","584.0887","22308287","0.0000"
"2018-07-27","562.7000","568.5000","551.5000","557.0500","555.3752","12853535","0.0000"
"2018-07-20","559.5000","563.0000","530.7000","560.1000","558.4161","19157214","0.0000"
"2018-07-13","560.6000","572.6000","557.0500","559.7500","558.0671","17981551","0.0000"
"2018-07-06","566.3000","588.8500","555.0000","558.1000","556.4221","28931487","0.0000"
"2018-06-29","576.9000","592.0000","560.1500","564.0000","562.3044","37502625","0.0000"
"2018-06-22","572.0000","581.8000","547.6500","577.2500","575.5145","30424832","0.0000"
"2018-06-15","530.0000","573.8500","526.1500","571.3000","569.5825","72082204","0.0000"
"2018-06-08","486.0000","533.6500","470.1500","528.2500","526.6619","41621139","0.0000"
"2018-06-01","485.0000","509.9500","472.9000","484.3500","482.8939","50701983","0.0000"
"2018-05-25","464.2000","469.7000","435.0000","466.4500","465.0477","26034611","0.0000"
"2018-05-18","473.0000","488.9500","459.0000","464.9000","463.5023","31576483","0.0000"
"2018-05-11","518.0000","520.0000","467.7500","472.0500","470.6308","22958791","0.0000"
"2018-05-04","528.0000","539.3000","510.4500","517.9500","516.3928","20382403","0.0000"
"2018-04-27","505.0000","526.4000","505.0000","524.1500","522.5742","15273036","0.0000"
"2018-04-20","513.0000","521.9000","502.0000","505.3000","503.7809","14572502","0.0000"
"2018-04-13","512.0000","522.9000","507.3500","513.0000","511.4577","16484982","0.0000"
"2018-04-06","500.9000","515.3000","496.0500","512.6000","511.0589","13935649","0.0000"
"2018-03-28","502.4000","512.2500","492.0000","495.1000","493.6115","15518858","0.0000"
"2018-03-23","506.8000","521.0000","493.7500","502.4000","500.8896","27972468","0.0000"
"2018-03-16","511.0000","529.0000","501.3000","503.0500","501.5376","23836364","0.0000"
"2018-03-09","535.1000","563.0000","505.0000","506.8000","505.2763","37764394","0.0000"
"2018-03-01","570.0000","571.9000","532.6500","535.4000","533.7904","27635967","0.0000"
"2018-02-23","575.0000","577.2500","511.3000","569.6500","567.9374","71218322","0.0000"
"2018-02-16","586.0000","608.9500","563.3500","575.2500","573.5206","34247172","0.0000"
"2018-02-09","538.8000","587.0000","531.2000","582.7000","580.9482","33673410","0.0000"
"2018-02-02","581.0500","594.9000","544.6500","551.2000","549.5429","33993401","0.0000"
"2018-01-25","573.0000","596.5000","568.8500","579.8500","578.1067","19245378","0.0000"
"2018-01-19","586.8000","589.4500","567.6000","572.1000","570.3800","22511238","0.0000"
"2018-01-12","588.0000","604.6000","579.6000","583.4500","581.6959","26203350","0.0000"
"2018-01-05","571.5000","587.3500","560.1000","578.7500","577.0101","22183333","0.0000"
"2017-12-29","530.2000","585.6000","529.0000","571.1500","569.4329","44475293","0.0000"
"2017-12-22","517.0000","538.7000","499.5000","530.9500","529.3538","18312728","0.0000"
"2017-12-15","525.0000","533.7500","511.2000","518.3500","516.7916","12679408","0.0000"
"2017-12-08","529.8000","529.8000","506.0000","521.8500","520.2811","18509783","0.0000"
"2017-12-01","541.1000","556.3500","522.2500","525.9500","524.3688","17616849","0.0000"
"2017-11-24","520.0000","551.0000","514.3000","549.5000","547.8480","22195995","0.0000"
"2017-11-17","526.8000","541.6000","498.2000","517.1000","515.5453","28848689","0.0000"
"2017-11-10","553.0000","555.9000","513.2500","527.8500","526.2631","25226828","0.0000"
"2017-11-03","552.1000","572.3000","544.1000","551.2500","549.5927","23581540","0.0000"
"2017-10-27","536.0500","557.9000","519.0000","549.9000","548.2468","19290023","0.0000"
"2017-10-19","538.4000","554.0000","532.0000","535.7500","534.1393","13734458","0.0000"
"2017-10-13","527.8000","545.0000","521.1500","534.7000","533.0925","24114866","0.0000"
"2017-10-06","509.0000","533.0000","500.1500","530.2000","528.6060","18983666","0.0000"
"2017-09-29","512.0000","515.0000","489.5000","503.2500","501.7370","24591159","0.0000"
"2017-09-22","525.0000","529.4000","503.6000","513.8500","512.3051","31278536","0.0000"
"2017-09-15","474.5000","527.9500","466.2000","524.3000","519.2343","39250590","0.0000"
"2017-09-08","484.0000","509.7000","467.2500","471.3500","466.7959","23573279","0.0000"
"2017-09-01","488.8000","499.9000","476.6500","486.2000","481.5024","19913863","0.0000"
"2017-08-24","475.4000","488.4500","459.4000","483.0000","478.3333","17375920","0.0000"
"2017-08-18","433.0000","490.4000","432.7000","470.1500","465.6075","37433054","0.0000"
"2017-08-11","508.9000","513.1500","444.6000","450.0000","445.6522","34348827","0.0000"
"2017-08-04","553.0000","553.7000","492.6500","506.4000","501.5072","24464714","0.0000"
"2017-07-28","577.0000","582.2000","549.0000","550.8000","545.4782","14880023","0.0000"
