"timestamp","open","high","low","close","adjusted close","volume","dividend amount"
"2018-10-17","624.0000","640.7500","582.6500","593.4500","593.4500","56386980","0.0000"
"2018-09-28","658.8000","679.3000","614.5000","623.2500","623.2500","153544601","0.0000"
"2018-08-31","570.0000","659.4000","548.8500","652.8500","650.8873","174017332","0.0000"
"2018-07-31","566.3000","588.8500","530.7000","568.5000","566.7908","88363021","0.0000"
"2018-06-29","485.0000","592.0000","470.1500","564.0000","562.3044","185424597","0.0000"
"2018-05-31","530.0000","539.3000","435.0000","480.3500","478.9059","146171089","0.0000"
"2018-04-30","500.9000","530.9500","496.0500","528.4000","526.8115","61955554","0.0000"
"2018-03-28","537.9500","563.0000","492.0000","495.1000","493.6115","109356715","0.0000"
"2018-02-28","580.0000","608.9500","511.3000","535.3500","533.7405","182173464","0.0000"
"2018-01-31","571.5000","604.6000","560.1000","579.9000","578.1566","104473476","0.0000"
"2017-12-29","544.0000","585.6000","499.5000","571.1500","569.4329","97142150","0.0000"
"2017-11-30","553.0500","572.3000","498.2000","539.9500","538.3267","106037065","0.0000"
"2017-10-31","509.0000","558.7000","500.1500","552.9000","551.2378","84390911","0.0000"
"2017-09-29","481.0000","529.4000","466.2000","503.2500","501.7370","122692381","0.0000"
"2017-08-31","531.6500","541.9000","432.7000","481.1500","476.5012","124132571","0.0000"
"2017-07-31","556.0000","591.5000","528.9000","531.6500","526.5132","57472080","0.0000"
"2017-06-30","502.1000","560.9500","502.1000","555.7000","550.3309","125526414","0.0000"
"2017-05-31","642.4000","656.9500","492.6500","501.6000","496.7536","134391745","0.0000"
"2017-04-28","688.7500","699.8500","632.0500","641.9500","635.7476","47528438","0.0000"
"2017-03-31","681.1000","729.0500","671.1000","688.1500","681.5012","68468651","0.0000"
"2017-02-28","631.0000","689.5500","618.4000","679.0000","672.4396","77452472","0.0000"
"2017-01-31","633.0000","657.4000","627.0000","631.5000","625.3986","58057306","0.0000"
"2016-12-30","709.8000","730.9500","608.0000","630.0000","623.9130","108430165","0.0000"
"2016-11-30","749.0000","749.0000","571.9000","709.8000","702.9420","134430006","0.0000"
"2016-10-28","750.0000","773.0000","732.0000","743.4000","736.2174","33362226","0.0000"
"2016-09-30","775.6000","818.5000","732.0000","742.7000","735.5241","45905328","0.0000"
"2016-08-31","837.9000","854.9500","746.6000","775.6500","767.1700","71092470","0.0000"
"2016-07-29","769.0000","839.8000","762.0500","829.9500","820.8764","65874944","0.0000"
"2016-06-30","767.0500","779.3500","710.1500","763.1000","754.7572","89321547","0.0000"
"2016-05-31","813.7500","842.0000","756.0000","762.7500","754.4110","70084277","0.0000"
"2016-04-29","821.0000","841.1500","797.0000","811.3000","802.4302","42156971","0.0000"
"2016-03-31","861.7000","877.1000","770.0000","820.0000","811.0352","62145474","0.0000"
