"timestamp","open","high","low","close","volume"
"2018-10-17","2988.0000","2990.0000","2501.0000","2865.0000","335808"
"2018-09-28","3668.0000","3788.0000","2824.0000","2986.5000","936458"
"2018-08-31","2680.0000","3847.7000","2650.0000","3621.3000","3289825"
"2018-07-31","2594.0000","2747.3000","2491.1001","2672.4500","717817"
"2018-06-29","2494.0000","2675.0000","2475.6499","2579.5000","513472"
"2018-05-31","2280.0000","2549.7500","2235.0000","2491.0500","780341"
"2018-04-30","2185.0000","2311.4500","2080.0000","2278.8501","440892"
"2018-03-28","2278.0000","2319.0500","2050.0500","2185.2000","286124"
"2018-02-28","2314.5000","2369.8000","2075.0000","2272.2000","412584"
"2018-01-31","2077.4500","2349.0000","2001.0000","2320.8501","968921"
"2017-12-29","1945.0000","2095.0000","1895.0000","2062.9500","500509"
"2017-11-30","1732.8000","1999.0000","1732.8000","1924.7000","516201"
"2017-10-31","1830.0000","1830.0000","1681.0000","1735.0500","206318"
"2017-09-29","1835.0000","1859.0000","1711.9000","1817.3000","248837"
"2017-08-31","1780.0000","1840.0000","1752.8500","1818.7500","348412"
"2017-07-31","1808.1000","1899.0000","1732.5000","1782.6000","185392"
"2017-06-30","1694.5000","1837.0000","1650.0000","1806.9000","354290"
"2017-05-31","1750.0000","1787.9500","1642.0000","1666.2500","438221"
"2017-04-28","1915.1000","1956.2000","1721.3000","1737.6000","267768"
"2017-03-31","1769.0000","1957.0000","1660.0000","1915.2500","804778"
"2017-02-28","1770.1000","1800.0000","1709.5000","1759.1500","150050"
"2017-01-31","1850.0000","1860.4000","1771.0000","1780.1000","195260"
"2016-12-30","1833.1500","1910.0000","1770.0000","1823.9000","202011"
"2016-11-30","1864.0000","1870.0000","1656.6000","1833.1500","310099"
"2016-10-28","1918.0000","1941.0000","1805.0000","1825.9500","178377"
"2016-09-30","1992.1500","2049.5000","1880.0000","1917.9000","264185"
"2016-08-31","1998.9500","2029.0000","1875.7000","1992.1500","288619"
"2016-07-29","1882.2000","2015.0000","1811.0000","1999.0000","363552"
"2016-06-30","1876.6500","1911.0000","1822.5500","1895.3500","273937"
"2016-05-31","1745.3000","1899.0000","1725.0000","1892.8000","808742"
"2016-04-29","1785.8000","1797.6000","1690.2500","1738.5500","368524"
"2016-03-31","1825.0000","1950.0000","1610.1000","1793.3500","1503103"
"2016-02-29","2220.0000","2379.8501","1755.0000","1840.3500","217606"
"2016-01-29","2358.0000","2411.2500","2132.4500","2236.2500","283057"
"2015-12-31","2490.0000","2548.0000","2325.5000","2358.7500","296255"
"2015-11-30","2550.0000","2645.0000","2370.3000","2455.0000","486510"
"2015-10-30","2445.0000","2597.0000","2362.5000","2547.1001","455319"
"2015-09-30","2361.9500","2724.8999","2170.0000","2425.2500","1023545"
"2015-08-31","2180.0000","2522.0000","2080.0000","2360.3501","593993"
"2015-07-31","2046.1000","2210.0000","1953.7000","2175.8999","540181"
"2015-06-30","2198.8501","2212.0000","1605.0000","2018.2000","357783"
"2015-05-29","2100.0000","2286.2500","2095.5500","2216.8501","245689"
"2015-04-30","2233.0000","2429.6001","1985.0000","2087.9500","337122"
"2015-03-31","1990.0000","2251.0000","1969.8000","2230.1499","605374"
"2015-02-28","2030.0000","2116.6001","0.0000","0.0000","392860"
"2015-01-30","2172.0000","2325.0000","1720.0000","2047.3500","502595"
"2014-12-31","1755.1000","2184.0000","1741.0000","2154.6001","698225"
"2014-11-28","1697.1500","1824.9500","1602.6000","1771.1500","394876"
"2014-10-31","1675.0000","1720.0000","1504.3500","1649.1000","209228"
"2014-09-30","1430.0000","1825.0000","1401.6000","1663.0500","919204"
"2014-08-28","1360.0000","1450.0000","1320.0000","1422.9500","292466"
"2014-07-31","1420.5000","1500.0000","1315.0000","1358.2500","371698"
"2014-06-30","1230.0000","1450.0000","1207.0000","1419.7500","582109"
"2014-05-30","1289.0000","1299.0000","1173.2000","1231.4000","337791"
"2014-04-30","1283.0000","1348.6500","1224.0000","1274.7000","497419"
"2014-03-31","1140.0000","1299.0000","0.0000","1273.1500","848495"
"2014-02-28","1032.8000","1229.0000","1010.0000","1125.3500","802004"
"2014-01-31","1150.0000","1175.0000","1032.0500","1042.8500","318168"
"2013-12-31","1723.0000","1777.7000","1100.0000","1154.1500","1903847"
"2013-11-29","1083.9500","1727.9000","1055.0000","1704.0000","2279135"
"2013-10-31","1084.9500","1098.0000","1031.0000","1082.7500","123735"
"2013-09-30","1049.9500","1137.0000","1003.8000","1085.7500","82249"
