"timestamp","open","high","low","close","volume"
"2018-10-17 05:55:00","595.3000","596.0000","595.0000","595.0000","48115"
"2018-10-17 05:50:00","594.0000","595.9500","593.2500","595.3000","81452"
"2018-10-17 05:45:00","593.6500","593.9500","591.4000","593.9500","78133"
"2018-10-17 05:40:00","591.1000","594.0000","591.1000","594.0000","45335"
"2018-10-17 05:35:00","592.6500","592.7500","591.0000","591.0000","45914"
"2018-10-17 05:30:00","595.3000","595.3000","591.8500","592.7500","68669"
"2018-10-17 05:25:00","596.8000","597.1000","596.0000","596.0000","24589"
"2018-10-17 05:20:00","595.5500","597.2000","594.7500","597.2000","22900"
"2018-10-17 05:15:00","595.9500","595.9500","594.5000","595.8000","19967"
"2018-10-17 05:10:00","595.6000","596.8000","595.0000","595.4000","23674"
"2018-10-17 05:05:00","594.5500","596.3500","594.5500","595.7000","48288"
"2018-10-17 05:00:00","598.1500","598.2000","593.1500","593.1500","77485"
"2018-10-17 04:55:00","599.0000","599.0000","597.6500","598.0000","18849"
"2018-10-17 04:50:00","598.1000","598.7500","597.6000","598.7500","22037"
"2018-10-17 04:45:00","600.2000","600.2000","598.3000","598.6000","20661"
"2018-10-17 04:40:00","598.5000","600.4000","598.5000","600.2000","24771"
"2018-10-17 04:35:00","598.8000","599.0000","597.2500","598.5000","46991"
"2018-10-17 04:30:00","599.4000","599.4000","598.0000","598.3500","30908"
"2018-10-17 04:25:00","598.9500","600.0000","598.4000","599.7000","59231"
"2018-10-17 04:20:00","601.5500","601.6000","598.9500","598.9500","110587"
"2018-10-17 04:15:00","601.5000","601.9000","601.0000","601.1000","10005"
"2018-10-17 04:10:00","601.0000","602.1000","600.7500","601.5500","42989"
"2018-10-17 04:05:00","601.0000","601.5000","600.7000","601.2500","28010"
"2018-10-17 04:00:00","600.5000","601.5000","600.3000","600.9500","12991"
"2018-10-17 03:55:00","601.5000","601.5000","600.1000","600.5000","48213"
"2018-10-17 03:50:00","602.5000","603.0000","601.5000","601.7500","13697"
"2018-10-17 03:45:00","602.5000","603.0000","601.6500","602.3000","50214"
"2018-10-17 03:40:00","602.9500","602.9500","602.0500","602.4000","17478"
"2018-10-17 03:35:00","603.3000","603.8500","603.0000","603.3000","19838"
"2018-10-17 03:30:00","604.6500","604.6500","603.5500","603.9000","15028"
"2018-10-17 03:25:00","605.2000","605.4000","604.8000","604.8000","18132"
"2018-10-17 03:20:00","604.9000","605.2500","604.7500","604.9000","14085"
"2018-10-17 03:15:00","605.0000","605.0000","604.1000","604.9000","21437"
"2018-10-17 03:10:00","604.5000","605.7500","604.5000","605.0000","27327"
"2018-10-17 03:05:00","602.7000","605.0000","602.7000","604.6000","47734"
"2018-10-17 03:00:00","602.5500","603.8000","602.1500","603.4000","15108"
"2018-10-17 02:55:00","603.6500","603.8500","602.4500","602.4500","9502"
